"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"1181","3764.5887.1175.2618","SWOG S0221|MATADOR",3764,"Dose-dense Cyclophosphamide and Doxorubicin (ddAC)","5887","Regimen variant #2 60/600 x 6",1175,"Adjuvant therapy","2618"
"1182","361.5924.435.2618","Belgian trial|Belgian trial",361,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #1 60/500 x 8",435,"Adjuvant therapy","2618"
"1183","1517.5924.1221.2618","GEICAM 9401",1517,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #2 75/600 x 4",1221,"Adjuvant therapy","2618"
"1184","4164.5924.1732.2618","Zander et al. 2004|Kummel et al. 2006",4164,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #3 90/600 x 4",1732,"Adjuvant therapy","2618"
"1185","361.5924.1831.2618","Belgian trial|Belgian trial",361,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #4 100/830 x 8",1831,"Adjuvant therapy","2618"
"1186","3033.5924.2029.2618","Papaldo et al. 2003|GOIM 9902",3033,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #5 120/600 x 4 (high-dose)",2029,"Adjuvant therapy","2618"
"1187","4120.6656.537.2618","WSG AM-01|GIM2",4120,"Dose-dense Cyclophosphamide and Epirubicin (ddEC)","6656","Regimen variant #1 90/600",537,"Adjuvant therapy","2618"
"1188","2803.6656.869.2618","NCIC-CTG MA.21",2803,"Dose-dense Cyclophosphamide and Epirubicin (ddEC)","6656","Regimen variant #2 120/830",869,"Adjuvant therapy","2618"
"1189","1380.5645.1488.2618","FinHer",1380,"Docetaxel monotherapy","5645","Regimen variant #3 100 mg/m2 q3wk x 3",1488,"Adjuvant therapy","2618"
"1190","2916.5645.1822.2618","NSABP B-27",2916,"Docetaxel monotherapy","5645","Regimen variant #4 100 mg/m2 q3wk x 4",1822,"Adjuvant therapy","2618"
"1191","1844.6679.1.2618","HORG CT/04.22",1844,"Dose-dense Docetaxel monotherapy","6679","normal",1,"Adjuvant therapy","2618"
"1192","2617.5217.1.2618","Milan trial|Leonard et al. 2004|ECTO",2617,"Doxorubicin monotherapy","5217","normal",1,"Adjuvant therapy","2618"
"1193","584.6613.1.2618","CALGB 9741|Kahan et al. 2005",584,"Dose-dense Doxorubicin monotherapy","6613","normal",1,"Adjuvant therapy","2618"
"1194","1132.6316.1.2618","ECTO",1132,"Doxorubicin and Paclitaxel (AT)","6316","normal",1,"Adjuvant therapy","2618"
"1195","1782.5979.1.2618","HE 10/00",1782,"Epirubicin and Paclitaxel (EP)","5979","normal",1,"Adjuvant therapy","2618"
"1196","1462.67462.1.2618","GAIN-2",1462,"iddEnPC","67462","normal",1,"Adjuvant therapy","2618"
"1197","101.6798.1.2618","AGO-iddEPC|GAIN",101,"iddEPC","6798","normal",1,"Adjuvant therapy","2618"
"1198","1723.6327.472.2618","GROCTA-1",1723,"Epirubicin monotherapy","6327","Regimen variant #1 75 mg/m2",472,"Adjuvant therapy","2618"
"1199","961.6327.1826.2618","DEVA",961,"Epirubicin monotherapy","6327","Regimen variant #4 100 mg/m2 x 6 split doses",1826,"Adjuvant therapy","2618"
"1200","1785.47628.255.2618","HE10/05",1785,"Dose-dense Epirubicin monotherapy","47628","Regimen variant #1 3 cycles 2",255,"Adjuvant therapy","2618"
"1201","1783.47628.1036.2618","HE 10/97",1783,"Dose-dense Epirubicin monotherapy","47628","Regimen variant #2 4 cycles",1036,"Adjuvant therapy","2618"
"1202","2078.5993.393.2618","JCOG 9208",2078,"FAC","5993","Regimen variant #1 500/40/500 x 6",393,"Adjuvant therapy","2618"
"1203","1513.5993.1122.2618","GEICAM 2003-02|GEICAM 2003-02",1513,"FAC","5993","Regimen variant #2 500/50/500 x 4",1122,"Adjuvant therapy","2618"
"1204","1514.5993.1654.2618","GEICAM 2003-02|GEICAM 8701|BCIRG 001|GEICAM 9805|GEICAM 2003-02|MINDACT|MINDACT",1514,"FAC","5993","Regimen variant #3 500/50/500 x 6",1654,"Adjuvant therapy","2618"
"1205","565.5993.1962.2618","CALGB 8541|CALGB 8541",565,"FAC","5993","Regimen variant #4 800/40/400 x 6",1962,"Adjuvant therapy","2618"
"1206","490.5993.2090.2618","Buzdar et al. 1984",490,"FAC","5993","Regimen variant #5 800/40/400 until max doxorubicin",2090,"Adjuvant therapy","2618"
"1207","1851.5993.2125.2618","Hortobagyi et al. 2000",1851,"FAC","5993","Regimen variant #6 1000/50/500 x 8",2125,"Adjuvant therapy","2618"
"1208","1121.5993.2189.2618","ECOG E5188|INT-0102|SWOG-8814|INT-0121",1121,"FAC","5993","Regimen variant #7 1000/60/1400 x 6",2189,"Adjuvant therapy","2618"
"1209","565.5993.2236.2618","CALGB 8541|CALGB 8541",565,"FAC","5993","Regimen variant #8 1200/60/600 x 4",2236,"Adjuvant therapy","2618"
"1210","2628.5993.2260.2618","MINDACT|MINDACT",2628,"FAC","5993","Regimen variant #9 1200/60/600 x 6",2260,"Adjuvant therapy","2618"
"1211","1359.5925.397.2618","FESG|FASG 01|FASG 03|Arriagada et al. 2005|FASG 05|FASG 06|FASG 05",1359,"FEC","5925","Regimen variant #1 500/50/500 x 6 (&quot;FEC 50&quot;)",397,"Adjuvant therapy","2618"
"1212","3385.5925.1125.2618","Rouesse et al. 2006",3385,"FEC","5925","Regimen variant #2 500/60/500 x 4",1125,"Adjuvant therapy","2618"
"1213","3960.5925.1650.2618","UCBG-0106|UCBG-0106",3960,"FEC","5925","Regimen variant #3 500/100/500 x 4 (&quot;FEC 100&quot;)",1650,"Adjuvant therapy","2618"
"1214","1340.5925.1917.2618","FASG 05|UCBG-0106|FASG 05|FASG 09|FNCLCC PACS 01|Trial B2000|WSG-AGO EC-Doc|FNCLCC PACS 04|UCBG-0106|Sakr et al. 2013|MINDACT|MINDACT|MINDACT",1340,"FEC","5925","Regimen variant #4 500/100/500 x 6 (&quot;FEC 100&quot;)",1917,"Adjuvant therapy","2618"
"1215","835.5925.2070.2618","Coombes et al. 1996|HMFEC|Coombes et al. 1996",835,"FEC","5925","Regimen variant #5 600/50/600 x 8",2070,"Adjuvant therapy","2618"
"1216","1380.5925.2154.2618","FinHer",1380,"FEC","5925","Regimen variant #6 600/60/600 x 3",2154,"Adjuvant therapy","2618"
"1217","1216.5925.2207.2618","EORTC 10902",1216,"FEC","5925","Regimen variant #7 600/60/600 x 4",2207,"Adjuvant therapy","2618"
"1218","2613.5925.2243.2618","MIG-1|TRAFIC|GONO-MIG5",2613,"FEC","5925","Regimen variant #8 600/60/600 x 6",2243,"Adjuvant therapy","2618"
"1219","3811.5925.2268.2618","TACT",3811,"FEC","5925","Regimen variant #9 600/60/600 x 8",2268,"Adjuvant therapy","2618"
"1220","931.5925.733.2618","DBCG 89D",931,"FEC","5925","Regimen variant #10 600/60/600 x 9",733,"Adjuvant therapy","2618"
"1221","1518.5925.755.2618","GEICAM 9906",1518,"FEC","5925","Regimen variant #12 600/90/600 x 6",755,"Adjuvant therapy","2618"
"1222","3147.5925.761.2618","Polyzos et al. 2009",3147,"FEC","5925","Regimen variant #13 700/75/700 x 6",761,"Adjuvant therapy","2618"
"1223","3034.5925.763.2618","Paradiso et al. 2001",3034,"FEC","5925","Regimen variant #14 1000/50/500 x 6",763,"Adjuvant therapy","2618"
"1224","2629.5925.768.2618","MINDACT|MINDACT|MINDACT",2629,"FEC","5925","Regimen variant #15 1000/120/740 x 6 (&quot;Canadian CEF (IV)&quot;)",768,"Adjuvant therapy","2618"
"1225","2630.5925.772.2618","MINDACT|MINDACT|NCIC-CTG MA.5|ICCG HDT trial|NCIC-CTG MA.21|ADEBAR|MINDACT",2630,"FEC","5925","Regimen variant #16 1000/120/1050 x 6 (&quot;FEC 120&quot;; &quot;Canadian CEF&quot;)",772,"Adjuvant therapy","2618"
"1226","834.5925.775.2618","Coombes et al. 1996|Coombes et al. 1996",834,"FEC","5925","Regimen variant #17 1200/50/1200 x 6",775,"Adjuvant therapy","2618"
"1227","3528.36167.1.2618","SECRAB",3528,"MMM","36167","normal",1,"Adjuvant therapy","2618"
"1228","543.5706.511.2618","CALGB 40101|SWOG S0221|ECOG E5103",543,"Paclitaxel monotherapy","5706","Regimen variant #1 80 mg/m2 x 12",511,"Adjuvant therapy","2618"
"1229","1512.5706.825.2618","GEICAM 2003-02",1512,"Paclitaxel monotherapy","5706","Regimen variant #2 100 mg/m2 x 8",825,"Adjuvant therapy","2618"
"1230","583.5706.170.2618","CALGB 9741|CALGB 40101|Burstein et al. 2005|GIM2|NSABP B-38",583,"Paclitaxel monotherapy","5706","Regimen variant #1 175 mg/m2 x 4",170,"Adjuvant therapy","2618"
"1231","3763.5706.914.2618","SWOG S0221",3763,"Paclitaxel monotherapy","5706","Regimen variant #2 175 mg/m2 x 6",914,"Adjuvant therapy","2618"
"1232","2150.5706.1566.2618","Kahan et al. 2005",2150,"Paclitaxel monotherapy","5706","Regimen variant #3 200 mg/m2 x 4",1566,"Adjuvant therapy","2618"
"1233","2919.6086.307.2618","NSABP B-30",2919,"TAC (Docetaxel)","6086","Regimen variant #1 4 cycles 4",307,"Adjuvant therapy","2618"
"1234","350.6086.1132.2618","BCIRG 001|GEICAM 9805|BCIRG-005|NSABP B-38|MATADOR|USOR 06-090|NSABP-46-I/USOR 07132|NSABP B-49",350,"TAC (Docetaxel)","6086","Regimen variant #2 6 cycles 4",1132,"Adjuvant therapy","2618"
"1235","1380.6944.1.2618","FinHer",1380,"Vinorelbine monotherapy","6944","normal",1,"Adjuvant therapy","2618"
"1236","3375.5770.327.3175","Rosner et al. 1987",3375,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #1 40/400",327,"Non-curative first-line therapy","3175"
"1237","2102.5770.1062.3175","JCOG9802",2102,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #2 40/500",1062,"Non-curative first-line therapy","3175"
"1238","2142.5770.1620.3175","Jones et al. 1975|SWOG-7405B",2142,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #3 40/800 (PO)",1620,"Non-curative first-line therapy","3175"
"1239","1419.5770.1915.3175","Forbes 1986",1419,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #4 50/750",1915,"Non-curative first-line therapy","3175"
"1240","1221.5770.2067.3175","EORTC 10961|TAX 306",1221,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #5 60/600",2067,"Non-curative first-line therapy","3175"
"1241","3323.5770.2180.3175","RIBBON-1",3323,"Cyclophosphamide and Doxorubicin (AC)","5770","Regimen variant #6 with range",2180,"Non-curative first-line therapy","3175"
"1242","3323.5885.726.3175","RIBBON-1",3323,"Cyclophosphamide and Doxorubicin (AC) and Bevacizumab","5885","Regimen variant #1 with range",726,"Non-curative first-line therapy","3175"
"1243","192.6323.450.3175","ANZ 0001|ANZ 0001",192,"Capecitabine monotherapy","6323","Regimen variant #1 650 mg/m2 PO twice per day continuous",450,"Non-curative first-line therapy","3175"
"1244","2971.6323.842.3175","OMEGA",2971,"Capecitabine monotherapy","6323","Regimen variant #2 1000 mg/m2 PO twice per day limited duration",842,"Non-curative first-line therapy","3175"
"1245","193.6323.1502.3175","ANZ 0001|Bajetta et al. 2005|ANZ 0001|RIBBON-1|Bajetta et al. 2005",193,"Capecitabine monotherapy","6323","Regimen variant #3 1000 mg/m2 PO twice per day indefinite",1502,"Non-curative first-line therapy","3175"
"1246","315.6323.1848.3175","Bajetta et al. 2005|Bajetta et al. 2005|PELICAN",315,"Capecitabine monotherapy","6323","Regimen variant #4 1250 mg/m2 PO twice per day",1848,"Non-curative first-line therapy","3175"
"1247","3327.7214.1.3175","RIBBON-1|TURANDOT|CARIN",3327,"Capecitabine and Bevacizumab","7214","normal",1,"Non-curative first-line therapy","3175"
"1248","402.7246.1.3175","Blum et al. 2006",402,"Capecitabine and Paclitaxel","7246","normal",1,"Non-curative first-line therapy","3175"
"1249","3512.7253.1.3175","Schwartzberg et al. 2011",3512,"Capecitabine and Paclitaxel, nanoparticle albumin-bound","7253","normal",1,"Non-curative first-line therapy","3175"
"1250","3837.6134.443.3175","Tannock et al. 1988|NCCTG 87-32-52",3837,"CMF","6134","Regimen variant #1 600/40/600",443,"Non-curative first-line therapy","3175"
"1251","115.6134.890.3175","Aisner et al. 1987",115,"CMF","6134","Regimen variant #2 1400/80/1000",890,"Non-curative first-line therapy","3175"
"1252","599.6134.1533.3175","Canellos et al. 1976|Canellos et al. 1976|Canellos et al. 1976",599,"CMF","6134","Regimen variant #3 1400/60/800",1533,"Non-curative first-line therapy","3175"
"1253","598.6134.1851.3175","Canellos et al. 1976|Brambilla et al. 1976|Canellos et al. 1976|Bull et al. 1978|ECOG E2173|Viladiu et al. 1985|EORTC 10808|Cocconi et al. 1990|Yosef et al. 1993|Cocconi et al. 1991|HEPI 013|Stadtmauer et al. 2000|von Minckwitz et al. 2005|ANZ 0001|Canellos et al. 1976",598,"CMF","6134","Regimen variant #4 1400/80/1200",1851,"Non-curative first-line therapy","3175"
"1254","599.6134.2032.3175","Canellos et al. 1976|Canellos et al. 1976|Canellos et al. 1976",599,"CMF","6134","Regimen variant #5 1400/120/1200",2032,"Non-curative first-line therapy","3175"
"1255","910.5645.274.3175","D2|D2",910,"Docetaxel monotherapy","5645","Regimen variant #1 30 mg/m2 3 weeks out of 4",274,"Non-curative first-line therapy","3175"
"1256","3345.5645.1056.3175","Rivera et al. 2008|Rivera et al. 2008",3345,"Docetaxel monotherapy","5645","Regimen variant #2 40 mg/m2 3 weeks out of 4",1056,"Non-curative first-line therapy","3175"
"1257","482.5645.1616.3175","Burstein et al. 2000",482,"Docetaxel monotherapy","5645","Regimen variant #3 40 mg/m2 6 weeks out of 8",1616,"Non-curative first-line therapy","3175"
"1258","2103.5645.1933.3175","JCOG9802|SELECT BC|SELECT BC|SELECT BC|SELECT BC",2103,"Docetaxel monotherapy","5645","Regimen variant #4 60 mg/m2 q3wk",1933,"Non-curative first-line therapy","3175"
"1259","3541.5645.2065.3175","SELECT BC|SELECT BC|SELECT BC|SELECT BC",3541,"Docetaxel monotherapy","5645","Regimen variant #5 60 mg/m2 q4wk",2065,"Non-curative first-line therapy","3175"
"1260","911.5645.2156.3175","D2|SELECT BC|SELECT BC|D2|DOXIL-BCA-3001|RIBBON-1|SELECT BC|ROSE/TRIO-12|SELECT BC|RIBBON-1",911,"Docetaxel monotherapy","5645","Regimen variant #6 75 mg/m2 q3wk",2156,"Non-curative first-line therapy","3175"
"1261","3541.5645.2209.3175","SELECT BC|SELECT BC|SELECT BC|SELECT BC",3541,"Docetaxel monotherapy","5645","Regimen variant #7 75 mg/m2 q4wk",2209,"Non-curative first-line therapy","3175"
"1262","3007.5645.2229.3175","Pacilio et al. 2006",3007,"Docetaxel monotherapy","5645","Regimen variant #8 100 mg/m2 x 6",2229,"Non-curative first-line therapy","3175"
"1263","2802.5645.2254.3175","NCIC-CTG MA.16",2802,"Docetaxel monotherapy","5645","Regimen variant #9 100 mg/m2 x 8",2254,"Non-curative first-line therapy","3175"
"1264","274.5645.727.3175","AVADO",274,"Docetaxel monotherapy","5645","Regimen variant #10 100 mg/m2 x 9",727,"Non-curative first-line therapy","3175"
"1265","3344.5645.740.3175","Rivera et al. 2008|RIBBON-1|Trudeau et al. 1996|Rivera et al. 2008|Nielsen et al. 2011|B9E-MC-S241|Gradishar et al. 2009|RIBBON-1|SUN 1064",3344,"Docetaxel monotherapy","5645","Regimen variant #11 100 mg/m2 indefinite",740,"Non-curative first-line therapy","3175"
"1266","3326.5886.483.3175","RIBBON-1|TABEA|GINECO-BR107|RIBBON-1",3326,"Docetaxel and Bevacizumab","5886","Regimen variant #1 75/15 indefinite",483,"Non-curative first-line therapy","3175"
"1267","274.5886.831.3175","AVADO",274,"Docetaxel and Bevacizumab","5886","Regimen variant #2 100/15 9 cycles",831,"Non-curative first-line therapy","3175"
"1268","3325.5886.1492.3175","RIBBON-1|RIBBON-1",3325,"Docetaxel and Bevacizumab","5886","Regimen variant #3 100/15 indefinite",1492,"Non-curative first-line therapy","3175"
"1269","1271.7157.387.3175","ERASME 3",1271,"Docetaxel and Doxorubicin (AT)","7157","Regimen variant #1 50/75 x 4",387,"Non-curative first-line therapy","3175"
"1270","426.7157.1114.3175","Bontenbal et al. 2005|GEICAM-9903",426,"Docetaxel and Doxorubicin (AT)","7157","Regimen variant #2 50/75 x 6",1114,"Non-curative first-line therapy","3175"
"1271","3848.7157.1645.3175","TAX 306|D4",3848,"Docetaxel and Doxorubicin (AT)","7157","Regimen variant #3 50/75 x 8",1645,"Non-curative first-line therapy","3175"
"1272","425.5895.503.3175","Bonneterre et al. 2004|Blohmer et al. 2010",425,"Docetaxel and Epirubicin (DE)","5895","Regimen variant #1 8 cycles",503,"Non-curative first-line therapy","3175"
"1273","1841.5895.1333.3175","HORG CT/02.09",1841,"Docetaxel and Epirubicin (DE)","5895","Regimen variant #2 indefinite",1333,"Non-curative first-line therapy","3175"
"1274","2868.2579.1.3175","Nielsen et al. 2011|Fountzilas et al. 2008|B9E-MC-S273|B9E-IT-S376",2868,"Docetaxel and Gemcitabine","2579","normal",1,"Non-curative first-line therapy","3175"
"1275","1737.5217.205.3175","Gundersen et al. 1986|Gundersen et al. 1990|Gundersen et al. 1994",1737,"Doxorubicin monotherapy","5217","Regimen variant #1 20 mg/m2 weekly",205,"Non-curative first-line therapy","3175"
"1276","3738.5217.1163.3175","SWG02|Hoogstraten et al. 1976|SWOG S8020|Perez et al. 1991|NCIC-CTG MA.8|ECOG E1193|O'Brien et al. 2004",3738,"Doxorubicin monotherapy","5217","Regimen variant #2 60 mg/m2 q3wk",1163,"Non-curative first-line therapy","3175"
"1277","1218.5217.1692.3175","EORTC 10923",1218,"Doxorubicin monotherapy","5217","Regimen variant #3 75 mg/m2 q3wk",1692,"Non-curative first-line therapy","3175"
"1278","1059.6316.379.3175","ECOG E1193",1059,"Doxorubicin and Paclitaxel (AT)","6316","Regimen variant #1 50/150",379,"Non-curative first-line therapy","3175"
"1279","1271.6316.1110.3175","ERASME 3",1271,"Doxorubicin and Paclitaxel (AT)","6316","Regimen variant #2 50/175",1110,"Non-curative first-line therapy","3175"
"1280","2055.6316.1642.3175","Jassem et al. 2001",2055,"Doxorubicin and Paclitaxel (AT)","6316","Regimen variant #3 50/220",1642,"Non-curative first-line therapy","3175"
"1281","1220.6316.1935.3175","EORTC 10961|Schmid et al. 2005",1220,"Doxorubicin and Paclitaxel (AT)","6316","Regimen variant #4 60/200",1935,"Non-curative first-line therapy","3175"
"1282","1578.6316.2110.3175","Gianni et al. 1995",1578,"Doxorubicin and Paclitaxel (AT)","6316","Regimen variant #5 with range",2110,"Non-curative first-line therapy","3175"
"1283","2971.7514.342.3175","OMEGA",2971,"Pegylated liposomal doxorubicin monotherapy","7514","Regimen variant #1 45 mg/m2",342,"Non-curative first-line therapy","3175"
"1284","2945.7514.1104.3175","O'Brien et al. 2004|PELICAN",2945,"Pegylated liposomal doxorubicin monotherapy","7514","Regimen variant #2 50 mg/m2",1104,"Non-curative first-line therapy","3175"
"1285","672.5924.492.3175","Chan et al. 2004|UKNCRI AB01",672,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #1 75/600 2",492,"Non-curative first-line therapy","3175"
"1286","399.5924.1269.3175","Blohmer et al. 2010",399,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #2 90/600 2",1269,"Non-curative first-line therapy","3175"
"1287","3323.5924.1805.3175","RIBBON-1",3323,"Cyclophosphamide and Epirubicin (EC)","5924","Regimen variant #3 with range",1805,"Non-curative first-line therapy","3175"
"1288","3323.7533.1.3175","RIBBON-1",3323,"Cyclophosphamide and Epirubicin (EC) and Bevacizumab","7533","normal",1,"Non-curative first-line therapy","3175"
"1289","2429.5979.429.3175","Luck et al. 2013",2429,"Epirubicin and Paclitaxel (EP)","5979","Regimen variant #1 60/175",429,"Non-curative first-line therapy","3175"
"1290","3876.5979.1211.3175","TEX trial",3876,"Epirubicin and Paclitaxel (EP)","5979","Regimen variant #2 75/175",1211,"Non-curative first-line therapy","3175"
"1291","3985.5979.1700.3175","UKNCRI AB01",3985,"Epirubicin and Paclitaxel (EP)","5979","Regimen variant #3 75/200",1700,"Non-curative first-line therapy","3175"
"1292","1430.5979.1959.3175","Fountzilas et al. 2004",1430,"Epirubicin and Paclitaxel (EP)","5979","Regimen variant #4 80/175",1959,"Non-curative first-line therapy","3175"
"1293","831.5979.2092.3175","Conte et al. 2004",831,"Epirubicin and Paclitaxel (EP)","5979","Regimen variant #5 90/200",2092,"Non-curative first-line therapy","3175"
"1294","1349.6327.293.3175","Feher et al. 2005",1349,"Epirubicin monotherapy","6327","Regimen variant #1 35 mg/m2 3 out of 4 weeks",293,"Non-curative first-line therapy","3175"
"1295","339.6327.1055.3175","Bastholt et al. 1996|Bastholt et al. 1996|Bastholt et al. 1996|Bastholt et al. 1996",339,"Epirubicin monotherapy","6327","Regimen variant #2 40 mg/m2",1055,"Non-curative first-line therapy","3175"
"1296","1738.6327.1636.3175","Gundersen et al. 1990",1738,"Epirubicin monotherapy","6327","Regimen variant #3 50 mg/m2",1636,"Non-curative first-line therapy","3175"
"1297","341.6327.1931.3175","Bastholt et al. 1996|Nielsen et al. 1990|Bastholt et al. 1996|Bastholt et al. 1996|Bastholt et al. 1996",341,"Epirubicin monotherapy","6327","Regimen variant #4 60 mg/m2",1931,"Non-curative first-line therapy","3175"
"1298","2867.6327.2074.3175","Nielsen et al. 2000",2867,"Epirubicin monotherapy","6327","Regimen variant #5 70 mg/m2 2 out of 4 weeks",2074,"Non-curative first-line therapy","3175"
"1299","422.6327.2155.3175","Bonneterre and Hurteloup 1991",422,"Epirubicin monotherapy","6327","Regimen variant #6 75 mg/m2",2155,"Non-curative first-line therapy","3175"
"1300","340.6327.2216.3175","Bastholt et al. 1996|Bastholt et al. 1996|Perez et al. 1991|Bastholt et al. 1996|SBG 9403|Bastholt et al. 1996",340,"Epirubicin monotherapy","6327","Regimen variant #7 90 mg/m2",2216,"Non-curative first-line therapy","3175"
