"","conditionCode","contextCode","regCode","variant","regCodeExt","regString","shortString"
"1166",114,65,1504,1,"114.65.1504.1","1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;","1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Azacitidine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;"
"1168",114,65,1505,1,"114.65.1505.1","0.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Gemtuzumabozogamicin;","0.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Azacitidine;1.Gemtuzumabozogamicin;"
"1170",114,65,1506,1,"114.65.1506.1","24.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;24.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;","24.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;"
"1171",114,65,1506,2,"114.65.1506.2","38.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;38.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;","38.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;"
"1172",114,65,1506,3,"114.65.1506.3","31.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;31.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;","31.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;"
"1173",114,65,1506,4,"114.65.1506.4","0.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;","0.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;1.Clofarabine;"
"1176",114,65,1507,2,"114.65.1507.2","22.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;22.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","22.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1178",114,65,1507,3,"114.65.1507.3","29.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;29.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","29.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1180",114,65,1507,4,"114.65.1507.4","36.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;36.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","36.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Clofarabine;0.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1182",114,65,1509,4,"114.65.1509.4","19.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;19.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;","19.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;1.Decitabine;"
"1183",114,65,1510,1,"114.65.1510.1","1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;","1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;"
"1185",114,65,1510,2,"114.65.1510.2","8.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;8.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;","8.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Decitabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;"
"1187",114,65,1511,1,"114.65.1511.1","0.Gemtuzumabozogamicin;7.Gemtuzumabozogamicin;","0.Gemtuzumabozogamicin;7.Gemtuzumabozogamicin;"
"1188",114,65,1512,1,"114.65.1512.1","1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;","1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Cytarabine;0.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;1.Glasdegib;"
"1190",114,65,1513,1,"114.65.1513.1","19.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;19.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","19.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1191",114,65,1513,2,"114.65.1513.2","26.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;26.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","26.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1192",114,65,1513,3,"114.65.1513.3","33.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;33.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","33.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1193",114,65,1513,4,"114.65.1513.4","15.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;15.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;","15.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;1.Cytarabine;"
"1194",114,65,1514,1,"114.65.1514.1","1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;","1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Cytarabine;0.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;1.Venetoclax;"
"1196",114,65,1515,1,"114.65.1515.1","22.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;22.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;","22.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;1.Temozolomide;"
"1198",115,119,1566,1,"115.119.1566.1","1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;1.Midostaurin;","1.Midostaurin;1.Midostaurin;"
"1199",115,178,1567,1,"115.178.1567.1","1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;","1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;"
"1201",115,178,1567,2,"115.178.1567.2","8.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;8.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;","8.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;"
"1203",115,178,1567,3,"115.178.1567.3","15.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;15.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;","15.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;"
"1205",115,178,1567,4,"115.178.1567.4","22.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;22.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;","22.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Azacitidine;0.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;"
