"","regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"256","92.24.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",24,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"257","92.24.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",24,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Tremelimumab","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"258","92.25.1315.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1315,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"259","92.25.1315.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1315,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"260","92.25.1315.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1315,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"261","92.25.1316.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Cemiplimab",1,1316,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;21.Carboplatin;0.Cemiplimab;0.Paclitaxel;","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;"
"262","92.25.1316.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Cemiplimab",1,1316,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;21.Carboplatin;0.Cemiplimab;0.Paclitaxel;","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;"
"263","92.25.1316.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Cemiplimab",1,1316,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;21.Carboplatin;0.Cemiplimab;0.Paclitaxel;","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;"
"264","92.25.1317.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1317,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"265","92.25.1317.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1317,"Ipilimumab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"266","92.25.1317.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1317,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"267","92.25.1318.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Pemetrexed",1,1318,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"268","92.25.1318.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Pemetrexed",1,1318,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"269","92.25.1319.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Vinorelbine",1,1319,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","14.Carboplatin;0.Vinorelbine;7.Vinorelbine;14.Carboplatin;0.Vinorelbine;7.Vinorelbine;","14.Carboplatin;0.Vinorelbine;7.Vinorelbine;"
"270","92.25.1319.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Vinorelbine",1,1319,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","14.Carboplatin;0.Vinorelbine;7.Vinorelbine;14.Carboplatin;0.Vinorelbine;7.Vinorelbine;","14.Carboplatin;0.Vinorelbine;7.Vinorelbine;"
"271","92.25.1320.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cemiplimab monotherapy",1,1320,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;21.Cemiplimab;","21.Cemiplimab;21.Cemiplimab;"
"272","92.25.1321.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cisplatin & Docetaxel (DC)",1,1321,"Cisplatin","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Docetaxel;21.Cisplatin;0.Docetaxel;","21.Cisplatin;0.Docetaxel;"
"273","92.25.1321.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cisplatin & Docetaxel (DC)",1,1321,"Docetaxel","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Docetaxel;21.Cisplatin;0.Docetaxel;","21.Cisplatin;0.Docetaxel;"
"274","92.25.1322.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cisplatin & Etoposide (EP)",1,1322,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;","14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;"
"275","92.25.1322.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cisplatin & Etoposide (EP)",1,1322,"Etoposide","4,6,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;","14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;"
"276","92.26.1322.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",26,"Cisplatin & Etoposide (EP)",2,1322,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"277","92.26.1322.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",26,"Cisplatin & Etoposide (EP)",2,1322,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"278","92.27.1322.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",27,"Cisplatin & Etoposide (EP)",3,1322,"Cisplatin","1,2,3","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"279","92.27.1322.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",27,"Cisplatin & Etoposide (EP)",3,1322,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","19.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"280","92.28.1323.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",28,"Cisplatin & Gemcitabine (GC)",1,1323,"Cisplatin","2","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;1.Cisplatin;6.Gemcitabine;14.Gemcitabine;1.Cisplatin;6.Gemcitabine;","14.Gemcitabine;1.Cisplatin;6.Gemcitabine;"
"281","92.28.1323.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",28,"Cisplatin & Gemcitabine (GC)",1,1323,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;1.Cisplatin;6.Gemcitabine;14.Gemcitabine;1.Cisplatin;6.Gemcitabine;","14.Gemcitabine;1.Cisplatin;6.Gemcitabine;"
"282","92.29.1323.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",29,"Cisplatin & Gemcitabine (GC)",2,1323,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"283","92.29.1323.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",29,"Cisplatin & Gemcitabine (GC)",2,1323,"Gemcitabine","1,8,15","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"284","92.3.1283.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",3,"Atezolizumab monotherapy",3,1283,"Atezolizumab","1","",28,3,"","",TRUE,"Cont.","28.Atezolizumab;28.Atezolizumab;","28.Atezolizumab;28.Atezolizumab;"
"285","92.30.1323.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",30,"Cisplatin & Gemcitabine (GC)",3,1323,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","21.Cisplatin;0.Gemcitabine;7.Gemcitabine;21.Cisplatin;0.Gemcitabine;7.Gemcitabine;","21.Cisplatin;0.Gemcitabine;7.Gemcitabine;"
"286","92.30.1323.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",30,"Cisplatin & Gemcitabine (GC)",3,1323,"Gemcitabine","1,8","",28,3,"","",TRUE,"Cont.","21.Cisplatin;0.Gemcitabine;7.Gemcitabine;21.Cisplatin;0.Gemcitabine;7.Gemcitabine;","21.Cisplatin;0.Gemcitabine;7.Gemcitabine;"
"287","92.31.1324.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Gemcitabine (GC) & Cetuximab",1,1324,"Cetuximab","1,8,15","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;"
"288","92.31.1324.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Gemcitabine (GC) & Cetuximab",1,1324,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;"
"289","92.31.1324.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Gemcitabine (GC) & Cetuximab",1,1324,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;"
"290","92.31.1325.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Irinotecan (IC)",1,1325,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;"
"291","92.31.1325.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Irinotecan (IC)",1,1325,"Irinotecan","1,8,15","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;"
"292","92.31.1326.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Paclitaxel",1,1326,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Paclitaxel;21.Cisplatin;0.Paclitaxel;","21.Cisplatin;0.Paclitaxel;"
"293","92.31.1326.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Paclitaxel",1,1326,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Paclitaxel;21.Cisplatin;0.Paclitaxel;","21.Cisplatin;0.Paclitaxel;"
"294","92.31.1327.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin, Paclitaxel, Cemiplimab",1,1327,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;21.Cemiplimab;0.Cisplatin;0.Paclitaxel;","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;"
"295","92.31.1327.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin, Paclitaxel, Cemiplimab",1,1327,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;21.Cemiplimab;0.Cisplatin;0.Paclitaxel;","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;"
"296","92.31.1327.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin, Paclitaxel, Cemiplimab",1,1327,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;21.Cemiplimab;0.Cisplatin;0.Paclitaxel;","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;"
"297","92.31.1328.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Vinorelbine (CVb)",1,1328,"Cisplatin","8","",21,3,"","",TRUE,"Cont.","14.Vinorelbine;7.Cisplatin;0.Vinorelbine;14.Vinorelbine;7.Cisplatin;0.Vinorelbine;","14.Vinorelbine;7.Cisplatin;0.Vinorelbine;"
"298","92.31.1328.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Vinorelbine (CVb)",1,1328,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","14.Vinorelbine;7.Cisplatin;0.Vinorelbine;14.Vinorelbine;7.Cisplatin;0.Vinorelbine;","14.Vinorelbine;7.Cisplatin;0.Vinorelbine;"
"299","92.32.1328.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",32,"Cisplatin & Vinorelbine (CVb)",2,1328,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"300","92.32.1328.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",32,"Cisplatin & Vinorelbine (CVb)",2,1328,"Vinorelbine","1,8,15","",21,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"301","92.33.1328.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",33,"Cisplatin & Vinorelbine (CVb)",3,1328,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"302","92.33.1328.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",33,"Cisplatin & Vinorelbine (CVb)",3,1328,"Vinorelbine","1,8,15,22","",28,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"303","92.34.1328.4","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",34,"Cisplatin & Vinorelbine (CVb)",4,1328,"Cisplatin","1","",42,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"304","92.34.1328.4","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",34,"Cisplatin & Vinorelbine (CVb)",4,1328,"Vinorelbine","1,8,15,22,29,36","",42,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;"
"305","92.35.1329.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Cisplatin, Vinorelbine, Cetuximab",1,1329,"Cetuximab","1,8,15","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;"
"306","92.35.1329.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Cisplatin, Vinorelbine, Cetuximab",1,1329,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;"
"307","92.35.1329.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Cisplatin, Vinorelbine, Cetuximab",1,1329,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;"
"308","92.35.1330.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Docetaxel & Vinorelbine",1,1330,"Docetaxel","1","",14,3,"","",TRUE,"Cont.","14.Docetaxel;0.Vinorelbine;14.Docetaxel;0.Vinorelbine;","14.Docetaxel;0.Vinorelbine;"
"309","92.35.1330.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Docetaxel & Vinorelbine",1,1330,"Vinorelbine","1","",14,3,"","",TRUE,"Cont.","14.Docetaxel;0.Vinorelbine;14.Docetaxel;0.Vinorelbine;","14.Docetaxel;0.Vinorelbine;"
"310","92.35.1331.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Durvalumab & Tremelimumab",1,1331,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","28.Durvalumab;0.Tremelimumab;28.Durvalumab;0.Tremelimumab;","28.Durvalumab;0.Tremelimumab;"
"311","92.35.1331.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Durvalumab & Tremelimumab",1,1331,"Tremelimumab","1","",28,3,"","",TRUE,"Cont.","28.Durvalumab;0.Tremelimumab;28.Durvalumab;0.Tremelimumab;","28.Durvalumab;0.Tremelimumab;"
"312","92.35.1332.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Gemcitabine & Paclitaxel",1,1332,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;"
"313","92.35.1332.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Gemcitabine & Paclitaxel",1,1332,"Paclitaxel","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;"
"314","92.36.1332.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",36,"Gemcitabine & Paclitaxel",2,1332,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;"
"315","92.36.1332.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",36,"Gemcitabine & Paclitaxel",2,1332,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;"
